flight_id	timestamp	altitude	speed	temperature
1006	2024-01-01 00:00:00	58.67849036663180	66.3265249769713	60.339251430855600
1003	2024-01-01 00:01:00	40.634859825032600	47.3908773388287	52.85344840443250
1007	2024-01-01 00:02:00	41.244749731881300	59.44490972391200	53.98983328790580
1004	2024-01-01 00:03:00	52.046102095249100	43.107709297831400	56.55603912873430
1006	2024-01-01 00:04:00	43.973521946946800	46.975331617926500	53.792808718226500
1009	2024-01-01 00:05:00	63.01849168160100	41.85036015434560	66.09074172473280
1002	2024-01-01 00:06:00	43.72581115622520	28.668669649294900	39.59708271772390
1006	2024-01-01 00:07:00	45.04610757068750	49.63466650081390	52.40424876838790
1007	2024-01-01 00:08:00	54.18839413868490	51.28451737597750	31.817595660028500
1004	2024-01-01 00:09:00	46.10711808272510	60.65860998761640	29.26253812813460
1003	2024-01-01 00:10:00	37.65055606462590	57.954382526692900	49.18328969148020
1007	2024-01-01 00:11:00	39.00644175167910	58.08952899039000	55.43379568944760
1007	2024-01-01 00:12:00	55.377659584069600	40.25963776882120	66.30667777237570
1002	2024-01-01 00:13:00	36.4128848543794	54.59497306070690	74.19791733010460
1005	2024-01-01 00:14:00	63.97164427548810	65.82593965481590	63.19860670665480
1004	2024-01-01 00:15:00	43.0960071569825	53.79867850709080	57.27165744398030
1001	2024-01-01 00:16:00	56.16215816968060	68.28593613065000	51.599648557738200
1007	2024-01-01 00:17:00	43.69587375970370	70.18966111119860	34.68771936816620
1005	2024-01-01 00:18:00	40.847586200036300	47.315317297083500	48.539633942582000
1001	2024-01-01 00:19:00	52.46103682290180	43.030602549194300	62.903767512582300
1004	2024-01-01 00:20:00	60.517834670159000	42.3853783458105	58.98281856028040
1000	2024-01-01 00:21:00	47.52632249139900	34.8386417989678	37.13665853317050
1009	2024-01-01 00:22:00	49.3452264624254	44.81597100584480	56.1402564725848
1005	2024-01-01 00:23:00	58.07417361082800	62.076654497562500	55.2839281186772
1008	2024-01-01 00:24:00	58.405272502515600	27.9596242474876	53.498901201147400
1000	2024-01-01 00:25:00	49.615082799802600	39.62546599286250	49.721444446226700
1009	2024-01-01 00:26:00	45.565201075147100	48.72868558348000	56.65583966944190
1002	2024-01-01 00:27:00	50.826559594450300	41.228147993783	56.97313038912400
1006	2024-01-01 00:28:00	48.09088508611660	44.7271405575978	43.585412345685900
1003	2024-01-01 00:29:00	53.129741518168500	44.87670325577700	54.55014061382100
1008	2024-01-01 00:30:00	38.057295731542500	47.42459779938250	48.10604859252790
1002	2024-01-01 00:31:00	52.771815793587500	42.70545303890260	35.12766132253760
1004	2024-01-01 00:32:00	42.81696583829250	41.88786786144450	44.38392964961840
1002	2024-01-01 00:33:00	59.05887611490500	59.343097459212300	34.36310314654580
1006	2024-01-01 00:34:00	43.275321506294800	60.49654177860350	59.800935350701000
1004	2024-01-01 00:35:00	43.44890232809070	36.19456654752590	53.55889377554320
1008	2024-01-01 00:36:00	54.453988244117400	22.40402600727120	46.44509388794060
1006	2024-01-01 00:37:00	50.142118888162000	60.63374849570930	64.20521343288650
1001	2024-01-01 00:38:00	72.76651626398840	37.71199581447860	50.679909075811700
1003	2024-01-01 00:39:00	33.70697389445750	52.1274483845974	35.68777244033130
1008	2024-01-01 00:40:00	51.098529469547400	34.34328126971780	45.60521459816190
1001	2024-01-01 00:41:00	61.2964948497237	62.977549852596700	66.32854187273290
1009	2024-01-01 00:42:00	44.216860770727000	75.43667895301530	43.30524374910860
1008	2024-01-01 00:43:00	40.8944215526012	51.82806909205340	52.7522128875783
1009	2024-01-01 00:44:00	41.29135352353670	49.05897351540480	57.43876624514640
1004	2024-01-01 00:45:00	33.88038820349920	46.77860424809940	55.89948484554940
1001	2024-01-01 00:46:00	63.49704627310700	57.81799311312910	74.494597989581
1003	2024-01-01 00:47:00	46.703826581935900	55.676867509345900	38.23696743076730
1006	2024-01-01 00:48:00	45.5197286019977	60.03498453552870	39.23536919467200
1007	2024-01-01 00:49:00	28.759019256698300	43.720834774019200	38.40245552897870
1002	2024-01-01 00:50:00	35.662914275381200	53.40117706404650	47.04081578983120
1000	2024-01-01 00:51:00	64.65389755519090	44.57531933293800	60.99377388182450
1003	2024-01-01 00:52:00	53.031056661005800	39.422843519299500	39.68265420203490
1001	2024-01-01 00:53:00	61.665008299251100	49.589845789965400	61.13360505943940
1007	2024-01-01 00:54:00	60.399924398298300	40.77487269622920	50.35126669927740
1003	2024-01-01 00:55:00	39.9937971942706	61.73726997742590	38.910033067890800
1001	2024-01-01 00:56:00	74.29847728653970	41.38079621984180	32.486300434321400
1005	2024-01-01 00:57:00	69.49732595601230	53.6354594068736	34.72429506190670
1005	2024-01-01 00:58:00	44.362335578769600	43.965777012402800	43.341465917660800
1009	2024-01-01 00:59:00	14.317947006401200	52.77062750437510	48.308488242566800
1003	2024-01-01 01:00:00	46.43467910055920	44.760034265446400	63.46062976730450
1005	2024-01-01 01:01:00	52.38296262121450	37.42788725142460	57.990882121882400
1001	2024-01-01 01:02:00	44.322809652243100	54.83772740951850	41.61058747919700
1009	2024-01-01 01:03:00	47.78477903315280	47.64584378086780	54.086652833721700
1001	2024-01-01 01:04:00	41.713419636622100	52.859849407224600	66.51546269192240
1009	2024-01-01 01:05:00	59.216347183538500	45.71157064369560	68.73917421030040
1003	2024-01-01 01:06:00	50.63633240368560	36.72063486231550	46.855939884464000
1007	2024-01-01 01:07:00	59.51514062942950	60.831785970562600	59.582884297050000
1006	2024-01-01 01:08:00	62.22203346207940	57.367577554410900	63.89955366887820
1008	2024-01-01 01:09:00	28.25676435913350	44.33039024446760	34.92928076821610
1007	2024-01-01 01:10:00	42.29477789165900	50.69779213498800	44.87592912840300
1004	2024-01-01 01:11:00	43.75970706359460	60.420194831629400	72.20018734423260
1001	2024-01-01 01:12:00	75.71372359688780	45.42961664137600	46.989638898791000
1004	2024-01-01 01:13:00	51.490053669003200	46.981154948094500	20.710486352989000
1007	2024-01-01 01:14:00	58.12560596363060	52.43632500007370	48.79038189613280
1009	2024-01-01 01:15:00	31.193082307254900	45.40908936445410	61.24625499115860
1008	2024-01-01 01:16:00	51.43215452497520	58.570919969870200	50.06510436800900
1008	2024-01-01 01:17:00	59.782929821162600	48.31099219692560	57.15363946800630
1000	2024-01-01 01:18:00	58.61965085060160	42.15964125006030	59.382219976557300
1008	2024-01-01 01:19:00	56.23399438916350	56.08638829874000	46.45062548567720
1006	2024-01-01 01:20:00	50.130005064951300	38.57869350568650	44.80607013585620
1008	2024-01-01 01:21:00	50.61568620625450	70.14878561124210	51.53440975954270
1007	2024-01-01 01:22:00	33.067338252902100	65.82496363580200	51.77778922929880
1000	2024-01-01 01:23:00	40.99467114812860	55.134954769210200	50.54076819846970
1007	2024-01-01 01:24:00	52.30943956388160	54.29331021819900	50.95156522682460
1007	2024-01-01 01:25:00	42.840241930737900	53.82441417819300	42.51453865379260
1002	2024-01-01 01:26:00	56.88838247032790	45.10905214081090	57.50286910080950
1000	2024-01-01 01:27:00	54.667825502648600	52.97309645680840	55.99231947112970
1007	2024-01-01 01:28:00	63.67370254721990	40.768673895421500	36.63991633364540
1002	2024-01-01 01:29:00	59.58253826152570	55.038184184401800	46.108376829140300
1002	2024-01-01 01:30:00	52.27261409134570	58.67846943031300	50.93079872539450
1000	2024-01-01 01:31:00	57.47980434061920	46.219138990166700	44.65686997723830
