
flight_id	timestamp	voltage	current	battery_temp
1002	2024-01-01 00:00:00	44.43848071706670	51.23903880030020	48.45830961631910
1000	2024-01-01 00:01:00	45.88094160072450	47.65375702621150	40.52281497593600
1008	2024-01-01 00:02:00	45.25401031396220	29.96626251108890	38.55784903839170
1005	2024-01-01 00:03:00	45.30395343518150	58.484893276377900	38.67448658733710
1007	2024-01-01 00:04:00	62.17275089890570	45.569466002420000	41.88533868212710
1002	2024-01-01 00:05:00	50.4541117311764	62.20449522174900	52.747379789855700
1007	2024-01-01 00:06:00	52.25055389209610	43.55182378471150	42.308004605786500
1001	2024-01-01 00:07:00	45.428400364485500	59.82494339140580	52.44162554586870
1003	2024-01-01 00:08:00	58.56939303718110	62.960834490794400	52.648451511949500
1002	2024-01-01 00:09:00	53.55056278238920	45.3305772424618	45.29875606125620
1009	2024-01-01 00:10:00	46.910713556502600	58.80450194105650	49.37362895430700
1000	2024-01-01 00:11:00	34.15716107373360	36.71455321883600	44.72087607313690
1006	2024-01-01 00:12:00	52.16296458401870	52.63689487069490	46.892602267235500
1009	2024-01-01 00:13:00	55.75679522535460	62.22227708354840	41.91137025535790
1001	2024-01-01 00:14:00	40.21152161676650	55.184928459641200	50.841046897828200
1003	2024-01-01 00:15:00	47.04605381300840	74.06223922853240	43.99454134540170
1008	2024-01-01 00:16:00	55.37160501460960	55.74357992291160	38.33934124062210
1005	2024-01-01 00:17:00	34.290719428782300	46.34728747392500	55.93428888848540
1007	2024-01-01 00:18:00	43.5114781659011	78.40886393001500	56.27291201285460
1001	2024-01-01 00:19:00	53.769089416264000	66.3370101734755	61.11698535644110
1006	2024-01-01 00:20:00	61.0501843885161	33.97092438201600	39.75602625395820
1005	2024-01-01 00:21:00	71.85779812271170	42.158363950716900	45.19072693289010
1008	2024-01-01 00:22:00	69.5865476836709	39.61841892958680	52.30495405089720
1006	2024-01-01 00:23:00	51.43769482316010	56.45629604509060	44.979601231877400
1000	2024-01-01 00:24:00	45.157731185180500	55.71158036816790	55.709119838078200
1007	2024-01-01 00:25:00	59.23122267770890	55.63451932395500	54.97932887483940
1009	2024-01-01 00:26:00	44.56407076276340	33.70090540501050	54.792953561910700
1002	2024-01-01 00:27:00	42.379047150543500	43.619084533949500	64.59667233304270
1001	2024-01-01 00:28:00	46.94733947634900	48.507147452763600	56.4407707445845
1002	2024-01-01 00:29:00	45.69326699822890	31.78079450679280	51.53891111481430
1005	2024-01-01 00:30:00	54.126306230658800	41.28172233442110	48.064645134034600
1002	2024-01-01 00:31:00	43.975983778656400	63.56433710165730	48.761358918231800
1009	2024-01-01 00:32:00	50.85122057297820	34.459240020304100	39.35789846159930
1004	2024-01-01 00:33:00	65.9495345140532	64.55260493718480	32.34289813049980
1005	2024-01-01 00:34:00	51.221407140740500	60.911490925355000	54.63756127731060
1007	2024-01-01 00:35:00	65.16742288121780	47.09262780195520	62.23632937563070
1006	2024-01-01 00:36:00	62.02056601065950	43.51127000632320	46.69885076697260
1007	2024-01-01 00:37:00	55.920402367006300	58.318276221453000	65.87094159032600
1002	2024-01-01 00:38:00	46.4584721006148	42.122598391043700	48.2348756691853
1003	2024-01-01 00:39:00	60.40507977349100	42.62002050053880	30.46228018886990
1005	2024-01-01 00:40:00	47.50025081361930	49.76131595995270	59.18249253729600
1006	2024-01-01 00:41:00	49.97990344973040	28.697664042130800	45.20711762761860
1008	2024-01-01 00:42:00	53.30198674165590	35.500244015982900	60.087786775200100
1000	2024-01-01 00:43:00	49.94632527606520	46.84338750998520	37.224725160683600
1007	2024-01-01 00:44:00	42.79732281589460	54.75696032212600	54.1204416214765
1007	2024-01-01 00:45:00	34.729010850171300	41.98426061921320	41.995389164556900
1005	2024-01-01 00:46:00	59.59132930325480	48.02389521978320	52.014048665623600
1003	2024-01-01 00:47:00	55.70342126806360	33.86540591862370	57.66606694575360
1002	2024-01-01 00:48:00	32.79389007503660	59.3248385227032	55.34401001293890
1002	2024-01-01 00:49:00	42.532126504631400	52.200823295609800	50.693678330300900
1005	2024-01-01 00:50:00	51.79065429273390	53.08545902639220	36.21540893787780
1007	2024-01-01 00:51:00	54.42572353560570	54.88250617984900	57.30344180551770
1006	2024-01-01 00:52:00	34.81546341032910	50.78127503494790	60.314304379956
1000	2024-01-01 00:53:00	49.10761333457580	45.16227241426000	39.57002975843460
1005	2024-01-01 00:54:00	55.39654595253960	61.29654548720310	41.03970785694
1006	2024-01-01 00:55:00	46.4848819810072	51.56881147760770	60.73557358032910
1006	2024-01-01 00:56:00	52.558296484343900	48.342805713265800	47.915584374307300
1008	2024-01-01 00:57:00	45.12448117955520	49.91345346079500	41.298866625944200
1009	2024-01-01 00:58:00	59.09196351699520	49.7003493351126	52.72554413519270
1004	2024-01-01 00:59:00	42.007142861337300	48.24234396074690	43.614756120455800
1000	2024-01-01 01:00:00	38.5792176090562	54.46106362507910	51.61042131405980
1001	2024-01-01 01:01:00	50.289268640615500	40.641397778776300	45.86793329153650
1003	2024-01-01 01:02:00	35.664740277115000	41.37208964259690	46.72489179919460
1004	2024-01-01 01:03:00	28.9488881193721	55.59263689428640	61.10397383857450
1008	2024-01-01 01:04:00	60.83735298054010	48.54760659272200	25.31475319874990
1000	2024-01-01 01:05:00	40.15775518439180	59.71393102143100	55.54750754435240
1002	2024-01-01 01:06:00	36.66348417416190	54.08879000631860	59.45450778266490
1004	2024-01-01 01:07:00	41.88241223050390	44.47372089923770	43.78005858822350
1002	2024-01-01 01:08:00	41.433493685892000	55.750963631286700	59.37765354363150
1003	2024-01-01 01:09:00	48.57888538836460	61.97190957958940	40.40976033159180
1002	2024-01-01 01:10:00	39.06513266314030	54.469795561212500	43.40016454336370
1003	2024-01-01 01:11:00	54.98186142256160	56.65584943066800	42.24832956408970
1000	2024-01-01 01:12:00	56.46234131157720	48.28229149396600	59.512921636025800
1007	2024-01-01 01:13:00	37.25008549384470	59.930398828805000	32.55052313332170
1003	2024-01-01 01:14:00	43.81903377051610	44.193095850703600	66.40147226025570
1006	2024-01-01 01:15:00	44.76942759961410	53.38543025740520	46.95061433886110
1001	2024-01-01 01:16:00	48.349926386336600	75.69506152435930	56.14912154157360
